,left,right,label
1234,pwo,urs,1
1235,pwq,ucy,1
1236,pws,qjq,1
1237,pwy,kww,1
1238,pxc,qpw,1
1239,pxj,ppl,1
1240,pxm,bvj,1
1241,pxs,dpz,1
1242,pxw,jeu,1
1243,pyl,zxi,1
1244,pyv,lmv,1
1245,pyw,izs,1
1246,qai,klq,1
1247,qal,xws,1
1248,qar,syg,1
1249,qaz,jxn,1
1250,qbn,mlt,1
1251,qbo,six,1
1252,qbp,cga,1
1253,qbq,fei,1
1254,qbt,ldg,1
1255,qcd,uwg,1
1256,qch,aun,1
1257,qcj,ynb,1
1258,qcp,cmn,1
1259,qct,tdy,1
1260,qef,xes,1
1261,qeh,nas,1
1262,qez,sgb,1
1263,qfm,igr,1
1264,qft,yqj,1
1265,qgb,ted,1
1266,qgc,hak,1
1267,qgo,fim,1
1268,qgr,rnz,1
1269,qhf,iws,1
1270,qhy,rtd,1
1271,qif,jgo,1
1272,qji,qdi,1
1273,qjm,qkz,1
1274,qkd,rfj,1
1275,qki,gky,1
1276,qkr,jae,1
1277,qls,cxf,1
1278,qlu,glt,1
1279,qlx,vcr,1
1280,qly,qlm,1
1281,qlz,skb,1
1282,qml,mhj,1
1283,qmr,ocn,1
1284,qmx,kgt,1
1285,qne,qry,1
1286,qni,far,1
1287,qnp,qgm,1
1288,qns,gfw,1
1289,qpb,ynk,1
1290,qpl,sir,1
1291,qpv,phh,1
1292,qqq,ylh,1
1293,qqt,rvl,1
1294,qrk,brl,1
1295,qrq,qsu,1
1296,qru,pyz,1
1297,qrx,avc,1
1298,qrz,twd,1
1299,qse,faq,1
1300,qtk,dtf,1
1301,qux,tyv,1
1302,qvj,gge,1
1303,qvs,wop,1
1304,qwl,qzk,1
1305,qwu,gxp,1
1306,qxk,sxr,1
1307,qyl,lag,1
1308,qyo,hyy,1
1309,qyu,stv,1
1310,qyv,hot,1
1311,qzb,ysb,1
1312,qzc,mga,1
1313,qzo,wed,1
1314,qzu,bjy,1
1315,qzv,jwx,1
1316,qzy,rkm,1
1317,raf,eap,1
1318,ral,jgn,1
1319,rbj,hey,1
1320,rbm,vvo,1
1321,rbv,zgg,1
1322,rch,hbc,1
1323,rda,vht,1
1324,rdj,ljz,1
1325,rdk,chy,1
1326,rdl,dsa,1
1327,rdo,qao,1
1328,rec,oaa,1
1329,reo,sxa,1
1330,rfd,sur,1
1331,rfi,fbp,1
1332,rfn,ydi,1
1333,rfu,jex,1
1334,rfv,ysj,1
1335,rgp,lrb,1
1336,rgu,gme,1
1337,rgw,qia,1
1338,rgx,rtx,1
1339,rgy,cld,1
1340,rgz,lqh,1
1341,rha,czs,1
1342,rhd,aal,1
1343,rhn,ikg,1
1344,rho,ppq,1
1345,rhp,hgu,1
1346,rib,may,1
1347,rio,lch,1
1348,riz,cya,1
1349,rja,pae,1
1350,rje,hag,1
1351,rjj,srw,1
1352,rjo,zxk,1
1353,rjq,ydk,1
1354,rkd,hvs,1
1355,rki,lal,1
1356,rkk,pya,1
1357,rks,dsf,1
1358,rla,yvy,1
1359,rld,oag,1
1360,rlm,jvu,1
1361,rlz,ynh,1
1362,rma,okt,1
1363,rmc,uel,1
1364,rml,ela,1
1365,rmm,irc,1
1366,rmq,jig,1
1367,rmr,ivf,1
1368,rms,akq,1
1369,roi,jac,1
1370,rom,xze,1
1371,rot,qxu,1
1372,row,opx,1
1373,rpv,aep,1
1374,rqu,jic,1
1375,rrb,rdc,1
1376,rrg,mhi,1
1377,rrl,dpg,1
1378,rrn,euu,1
1379,rrx,jrj,1
1380,rta,efv,1
1381,rtq,ijp,1
1382,ruf,ezv,1
1383,ruk,wya,1
1384,rum,ixk,1
1385,rur,lzc,1
1386,rut,kya,1
1387,rvu,yce,1
1388,rxr,dyc,1
1389,rxw,had,1
1390,rxy,jhz,1
1391,ryf,bol,1
1392,ryl,ydc,1
1393,rzc,tyw,1
1394,rzp,tch,1
1395,rzr,tgr,1
1396,rzs,gqz,1
1397,sax,bbq,1
1398,saz,jsc,1
1399,sbg,jbr,1
1400,sbj,kjy,1
1401,sbx,oyf,1
1402,sby,yir,1
1403,sca,hfe,1
1404,scr,awy,1
1405,scu,ols,1
1406,scy,oxc,1
1407,scz,nui,1
1408,sde,vdl,1
1409,sdz,jyg,1
1410,sek,wus,1
1411,sex,bip,1
1412,sfd,pwj,1
1413,sfe,yvq,1
1414,sfq,kbf,1
1415,sfu,drd,1
1416,sfy,ozd,1
1417,sfz,fpl,1
1418,sga,wou,1
1419,sge,boc,1
1420,sgw,dbz,1
1421,shu,dfg,1
1422,shx,kth,1
1423,sig,mkh,1
1424,sik,uen,1
1425,sil,hnq,1
1426,siv,xmo,1
1427,skt,cnx,1
1428,sky,hrp,1
1429,sld,duy,1
1430,slh,zom,1
1431,slk,wiv,1
1432,slv,ypo,1
1433,smh,mom,1
1434,smk,pea,1
1435,smv,psx,1
1436,snb,dhn,1
1437,snm,sej,1
1438,sog,rab,1
1439,soh,hvp,1
1440,sor,mzx,1
1441,spy,tob,1
1442,sqf,ipc,1
1443,sqh,nsw,1
1444,sql,tzt,1
1445,sqo,uue,1
1446,sqr,njj,1
1447,sqw,dgf,1
1448,srb,leh,1
1449,srg,buk,1
1450,srl,uwk,1
1451,srm,wzm,1
1452,srp,edv,1
1453,srz,dlo,1
1454,ssc,vpy,1
1455,ssz,ixj,1
1456,stn,dcu,1
1457,stp,qum,1
1458,str,ucp,1
1459,sub,sbt,1
1460,suk,lyu,1
1461,suy,ngm,1
1462,svo,hll,1
1463,svu,zbu,1
1464,sws,fkq,1
1465,sxg,vnt,1
1466,sxq,jnl,1
1467,syc,emh,1
1468,syn,rgf,1
1469,syp,vhg,1
1470,syv,hhf,1
1471,szc,ozs,1
1472,szp,tbf,1
1473,szq,rlx,1
1474,szt,hwy,1
1475,szv,nmp,1
1476,tac,hzu,1
1477,tay,ttv,1
1478,tbj,lod,1
1479,tbk,dvn,1
1480,tbq,rcy,1
1481,tce,zgk,1
1482,tcf,isb,1
1483,tco,pns,1
1484,tcp,wvw,1
1485,tdg,bhb,1
1486,tdn,upo,1
1487,tds,iur,1
1488,tdt,qhu,1
1489,tef,ylq,1
1490,ten,yid,1
1491,tfc,lwr,1
1492,tfl,aqw,1
1493,tfp,nrl,1
1494,tfr,hrn,1
1495,tfx,daj,1
1496,tgf,jij,1
1497,tgl,qnw,1
1498,tgz,duo,1
1499,thi,dlt,1
1500,thu,aze,1
1501,thx,tgv,1
1502,til,unj,1
1503,tji,ofi,1
1504,tjn,fbm,1
1505,tjp,adn,1
1506,tjr,wjv,1
1507,tjx,hsw,1
1508,tke,byt,1
1509,tkk,uus,1
1510,tlj,urw,1
1511,tma,ybv,1
1512,tmi,mhq,1
1513,tmm,joi,1
1514,tmq,bsx,1
1515,tnb,vrf,1
1516,tng,qna,1
1517,tnr,ndb,1
1518,toi,lmt,1
1519,tok,hqn,1
1520,tor,pvs,1
1521,tos,hbj,1
1522,tov,vzy,1
1523,tow,vyp,1
1524,tpc,bot,1
1525,tpy,pmb,1
1526,tqb,qrd,1
1527,tqn,lwa,1
1528,tqu,ore,1
1529,tra,hkx,1
1530,trf,cok,1
1531,trv,vkx,1
1532,tso,fev,1
1533,ttt,igo,1
1534,tug,cdy,1
1535,tuq,cwe,1
1536,tut,trl,1
1537,tuu,zju,1
1538,tvj,fkf,1
1539,twj,pwt,1
1540,twl,kzz,1
1541,twv,rsc,1
1542,twx,bkd,1
1543,tys,kkt,1
1544,tyz,daw,1
1545,tzf,epw,1
1546,tzh,pfr,1
1547,tzk,rmw,1
1548,tzn,cpn,1
1549,uai,gpy,1
1550,uar,rfh,1
1551,uas,gjm,1
1552,uav,pqo,1
1553,uba,tip,1
1554,ubf,yxe,1
1555,ucz,uqp,1
1556,udl,lby,1
1557,udv,dvd,1
1558,udx,qln,1
1559,ueb,lnj,1
1560,ueo,hen,1
1561,uer,sru,1
1562,ufc,ryj,1
1563,ufo,jrr,1
1564,ugf,tvi,1
1565,ugq,qax,1
1566,uhd,tap,1
1567,uhm,aqq,1
1568,uhn,gzn,1
1569,uik,ixe,1
1570,uiq,pty,1
1571,ujd,xxe,1
1572,uje,suv,1
1573,uka,rnt,1
1574,ukf,dvz,1
1575,ukl,ddw,1
1576,ukn,upi,1
1577,umb,qfu,1
1578,umj,cjk,1
1579,umr,ibg,1
1580,umy,oma,1
1581,unu,axz,1
1582,unw,mtz,1
1583,uoq,bdl,1
1584,uov,gdk,1
1585,uox,lxv,1
1586,uoy,vej,1
1587,upu,iyi,1
1588,upv,qfd,1
1589,uqk,wpf,1
1590,uqn,mne,1
1591,uqo,cdn,1
1592,uqq,yvd,1
1593,uqs,rfx,1
1594,urv,xxl,1
1595,ury,pyh,1
1596,urz,lwt,1
1597,usr,rpg,1
1598,utc,zls,1
1599,utt,bvn,1
1600,uuj,avl,1
1601,uup,ytu,1
1602,uvm,hpd,1
1603,uvr,big,1
1604,uwl,aod,1
1605,uwo,vvf,1
1606,uwr,zvq,1
1607,uws,qfj,1
1608,uwz,yvs,1
1609,uxe,emr,1
1610,uxv,ibw,1
1611,uxw,rgm,1
1612,uyb,yqc,1
1613,uyn,gsm,1
1614,uyz,iby,1
1615,uzf,rxl,1
1616,uzl,sqy,1
1617,uzr,sec,1
1618,uzs,ewv,1
1619,vad,gab,1
1620,vag,mze,1
1621,vau,yau,1
1622,vav,sop,1
1623,vck,cun,1
1624,vda,gne,1
1625,veb,aqb,1
1626,ver,bak,1
1627,vfr,whg,1
1628,vgf,bqh,1
1629,vgr,hzn,1
1630,vgt,xsl,1
1631,vhf,wtb,1
1632,vio,yaw,1
1633,vis,cif,1
1634,vjk,ymf,1
1635,vjn,jmx,1
1636,vke,eyt,1
1637,vks,ejz,1
1638,vkv,xoj,1
1639,vlf,dvu,1
1640,vlr,iqg,1
1641,vmg,eqd,1
1642,vmh,ulm,1
1643,vmm,xwg,1
1644,vnb,rsk,1
1645,vnj,xyw,1
1646,vnl,psw,1
1647,voe,shs,1
1648,vow,eqq,1
1649,vpf,ixa,1
1650,vpl,kai,1
1651,vqb,cww,1
1652,vqd,lga,1
1653,vqf,ttg,1
1654,vqk,dlu,1
1655,vqo,toh,1
1656,vqq,utw,1
1657,vqx,upf,1
1658,vrg,esq,1
1659,vri,izd,1
1660,vrx,saq,1
1661,vsg,xyq,1
1662,vsk,iab,1
1663,vsm,mtw,1
1664,vsz,qjh,1
1665,vtg,nqs,1
1666,vtn,ifg,1
1667,vtp,abc,1
1668,vue,zzd,1
1669,vuf,tof,1
1670,vug,pad,1
1671,vui,vrw,1
1672,vvg,dma,1
1673,vvu,nvw,1
1674,vws,ref,1
1675,vwu,jjf,1
1676,vwv,wdv,1
1677,vww,ixr,1
1678,vxb,ewm,1
1679,vxi,ojs,1
1680,vxw,evj,1
1681,vye,xnq,1
1682,vyo,fcs,1
1683,vyt,dez,1
1684,vzg,rlp,1
1685,vzk,fzi,1
1686,vzl,age,1
1687,vzm,pwv,1
1688,vzs,wcj,1
1689,wac,zjn,1
1690,wao,cch,1
1691,waw,zfl,1
1692,wbn,xso,1
1693,wbo,dnj,1
1694,wch,vwk,1
1695,wci,wiq,1
1696,wcm,ubd,1
1697,wcp,zar,1
1698,wcr,ogz,1
1699,wcw,vlb,1
1700,wda,ckj,1
1701,wdg,avm,1
1702,wdh,ono,1
1703,wdj,wlk,1
1704,wdm,vxx,1
1705,wdn,eru,1
1706,wdw,xfz,1
1707,wdy,ceg,1
1708,wef,rdv,1
1709,weo,taa,1
1710,wew,ioy,1
1711,wfp,wym,1
1712,wfv,ceq,1
1713,wgb,btj,1
1714,wgx,cqw,1
1715,wha,zna,1
1716,whm,fcp,1
1717,who,ong,1
1718,whq,wen,1
1719,wjh,imc,1
1720,wjo,hyh,1
1721,wke,knd,1
1722,wkg,jaa,1
1723,wkn,wyv,1
1724,wko,otk,1
1725,wkx,crp,1
1726,wkz,vef,1
1727,wlx,cqq,1
1728,wmc,atl,1
1729,wmi,jgw,1
1730,wmm,sbr,1
1731,wng,xsr,1
1732,wnl,cni,1
1733,wnp,urg,1
1734,wnq,scq,1
1735,woh,ord,1
1736,wok,ocy,1
1737,wor,cyf,1
1738,wpe,fcj,1
1739,wpq,dub,1
1740,wpw,lhf,1
1741,wqw,hqw,1
1742,wqx,azk,1
1743,wrb,vma,1
1744,wrf,wmg,1
1745,wrr,uwf,1
1746,wru,zwb,1
1747,wrv,evy,1
1748,wsc,akf,1
1749,wsq,trh,1
1750,wsy,fqh,1
1751,wtc,qys,1
1752,wtd,jbm,1
1753,wuf,zgq,1
1754,wuu,mie,1
1755,wvg,adu,1
1756,wvj,jky,1
1757,wwv,zyd,1
1758,wxe,bbz,1
1759,wxk,fmo,1
1760,wxp,aqy,1
1761,wxv,jec,1
1762,wxy,qwk,1
1763,wyf,zws,1
1764,wyg,xhi,1
1765,wzc,jwa,1
1766,wzv,guw,1
1767,xar,npt,1
1768,xav,sau,1
1769,xba,bpt,1
1770,xbe,ims,1
1771,xbg,zkn,1
1772,xbj,vft,1
1773,xbo,wgs,1
1774,xcc,nmq,1
1775,xco,cvi,1
1776,xcr,tup,1
1777,xcw,ign,1
1778,xdb,rdp,1
1779,xde,cnz,1
1780,xdj,oqp,1
1781,xdm,yyn,1
1782,xdy,orh,1
1783,xeh,gvu,1
1784,xem,mvo,1
1785,xen,ekq,1
1786,xet,jqu,1
1787,xfe,dgg,1
1788,xfq,jsa,1
1789,xfx,dip,1
1790,xgb,hxg,1
1791,xhf,neb,1
1792,xhl,gvz,1
1793,xhu,vhy,1
1794,xia,avg,1
1795,xid,cla,1
1796,xjt,osw,1
1797,xjz,vns,1
1798,xlf,ubo,1
1799,xlp,zyr,1
1800,xlv,wgr,1
1801,xmf,zqr,1
1802,xmi,fth,1
1803,xmk,yzg,1
1804,xms,nso,1
1805,xmt,thr,1
1806,xmw,xsa,1
1807,xnf,kvz,1
1808,xng,zqw,1
1809,xnl,nnh,1
1810,xod,mgj,1
1811,xpd,hhu,1
1812,xpf,bsy,1
1813,xpl,roc,1
1814,xqb,rzv,1
1815,xqq,kej,1
1816,xqs,ovf,1
1817,xrd,ryx,1
1818,xrj,cfg,1
1819,xrv,tta,1
1820,xsx,pdh,1
1821,xtd,ski,1
1822,xte,sbi,1
1823,xtm,wkf,1
1824,xto,qdm,1
1825,xub,ibj,1
1826,xud,afo,1
1827,xui,gfy,1
1828,xuo,jkt,1
1829,xup,sdm,1
1830,xuw,hum,1
1831,xvj,vgw,1
1832,xvt,wua,1
1833,xwc,odn,1
1834,xwd,wba,1
1835,xwq,oof,1
1836,xwu,ded,1
1837,xxf,kah,1
1838,xxj,uit,1
1839,xzm,muo,1
1840,xzw,yqs,1
1841,xzx,vtv,1
1842,yal,irf,1
1843,yan,dsu,1
1844,yao,mlz,1
1845,yaz,ixi,1
1846,ybh,xri,1
1847,ybj,ikb,1
1848,yby,rhj,1
1849,ybz,xsm,1
1850,yca,oom,1
1851,ycb,vbo,1
1852,ycu,dyp,1
1853,ycz,iii,1
1854,ydb,ijd,1
1855,ydq,uvl,1
1856,yeg,ksq,1
1857,yem,fnl,1
1858,yeu,pic,1
1859,yfh,gnf,1
1860,yfj,imq,1
1861,yfl,kmt,1
1862,yfw,mqd,1
1863,yga,paq,1
1864,ygb,rcj,1
1865,ygg,khk,1
1866,ygr,gms,1
1867,yhm,ajs,1
1868,yhv,gle,1
1869,yhw,qey,1
1870,yis,kgo,1
1871,yiv,bap,1
1872,yjb,ihv,1
1873,yjm,mtv,1
1874,yjy,msa,1
1875,yka,mqn,1
1876,ykh,oxn,1
1877,ykz,ysm,1
1878,yle,kgp,1
1879,ylf,prd,1
1880,ymg,vfm,1
1881,yml,tes,1
1882,ymo,dwg,1
1883,ymt,zvk,1
1884,ymu,nze,1
1885,yne,qdb,1
1886,ynm,tmc,1
1887,yok,cvz,1
1888,yor,ofg,1
1889,ypp,dcs,1
1890,ypq,seu,1
1891,ypy,soe,1
1892,yqh,ujm,1
1893,yqo,shl,1
1894,yqp,ubt,1
1895,yqt,plo,1
1896,yrf,ile,1
1897,yri,mqh,1
1898,yrl,ncd,1
1899,yrn,ruo,1
1900,yrp,dso,1
1901,ysp,tfh,1
1902,yst,twu,1
1903,ysw,xag,1
1904,ytr,ppu,1
1905,ytx,syj,1
1906,yua,bse,1
1907,yue,nrq,1
1908,yuh,dyw,1
1909,yul,zlm,1
1910,yvt,now,1
1911,yvu,gjg,1
1912,ywh,hds,1
1913,ywk,qjb,1
1914,yxb,gfs,1
1915,yxg,rfb,1
1916,yxq,led,1
1917,yyp,veu,1
1918,yyt,mbb,1
1919,yyu,zdk,1
1920,yzw,zuo,1
1921,zac,tpj,1
1922,zae,wks,1
1923,zbo,xxu,1
1924,zbx,xhz,1
1925,zcn,sai,1
1926,zcs,gbw,1
1927,zdr,lfv,1
1928,zdy,cpr,1
1929,zes,ybd,1
1930,zfa,pub,1
1931,zgl,gmf,1
1932,zgz,sdw,1
1933,zhb,ymk,1
1934,zhc,vea,1
1935,zho,czx,1
1936,zhp,apv,1
1937,zhq,wev,1
1938,zhr,apr,1
1939,zhw,ofd,1
1940,zig,brm,1
1941,zix,szb,1
1942,zjh,igu,1
1943,zjj,lqu,1
1944,zjk,ygv,1
1945,zkg,eyo,1
1946,zkr,mvv,1
1947,zkw,ytm,1
1948,zkx,afz,1
1949,zlc,bbl,1
1950,zle,pch,1
1951,zlg,hae,1
1952,zlh,dqu,1
1953,zlt,vnw,1
1954,zlw,ufe,1
1955,zmd,gmr,1
1956,zmv,zvf,1
1957,znf,nrg,1
1958,znv,pfp,1
1959,znz,vlw,1
1960,zoe,wja,1
1961,zof,vmi,1
1962,zoi,rty,1
1963,zoj,jeb,1
1964,zoq,qjr,1
1965,zox,iki,1
1966,zoy,uuh,1
1967,zpe,din,1
1968,zpi,pka,1
1969,zps,gnj,1
1970,zqi,vlp,1
1971,zqn,vsn,1
1972,zqo,gxs,1
1973,zrh,qkl,1
1974,zri,erg,1
1975,zrq,brv,1
1976,zrr,oii,1
1977,zsp,vql,1
1978,zss,irj,1
1979,zsx,hit,1
1980,ztl,lbd,1
1981,ztq,vsw,1
1982,ztx,ztc,1
1983,ztz,zdo,1
1984,zue,wmy,1
1985,zus,inw,1
1986,zvh,pwb,1
1987,zvp,itl,1
1988,zvu,crw,1
1989,zwe,fvt,1
1990,zwf,wrj,1
1991,zxn,aim,1
1992,zxt,qde,1
1993,zxz,vhv,1
1994,zyb,rzo,1
1995,zyn,egp,1
1996,zzc,pjk,1
1997,zzu,fxo,1
1998,zzv,goh,1
1999,zzy,yqv,1
2000,aaa,abz,0
2001,aaz,uxl,0
2002,abh,mzt,0
2003,abn,svn,0
2004,abq,xhz,0
2005,abw,qug,0
2006,ace,agu,0
2007,acf,pve,0
2008,acq,flv,0
2009,ada,zyd,0
2010,ado,wik,0
2011,ady,kjy,0
2012,aey,sxr,0
2013,afg,mko,0
2014,afn,zbu,0
2015,afp,eye,0
2016,agd,daw,0
2017,agm,hdz,0
2018,agp,xso,0
2019,agz,agv,0
2020,ahd,vkx,0
2021,ahl,gjv,0
2022,ahw,lwe,0
2023,aic,bip,0
2024,aif,ynb,0
2025,aih,ztc,0
2026,aip,zjq,0
2027,aje,pwv,0
2028,ajl,pps,0
2029,akh,oii,0
2030,aki,nvw,0
2031,ale,iqo,0
2032,alj,ibw,0
2033,all,iiu,0
2034,amk,ldg,0
2035,amr,bsy,0
2036,amv,znw,0
2037,amy,cmn,0
2038,and,prd,0
2039,ane,eyo,0
2040,ant,rxb,0
2041,aon,odp,0
2042,aos,mut,0
2043,aov,luh,0
2044,apo,psw,0
2045,apz,lwt,0
2046,aqg,jck,0
2047,aqm,hey,0
2048,arh,ryz,0
2049,arl,wcj,0
2050,asg,jbr,0
2051,asq,air,0
2052,asv,big,0
2053,asx,bvj,0
2054,atk,gar,0
2055,atp,nbi,0
2056,ats,gdk,0
2057,atx,ysc,0
2058,atz,wqp,0
2059,aub,boy,0
2060,auj,whw,0
2061,aum,mja,0
2062,avk,ckj,0
2063,awe,ymf,0
2064,awf,cch,0
2065,awg,afo,0
2066,awl,zar,0
2067,axd,jfl,0
2068,axg,hgz,0
2069,axh,iwg,0
2070,axq,suv,0
2071,axu,shl,0
2072,aye,bbz,0
2073,ayf,dyc,0
2074,ayh,syj,0
2075,azh,wck,0
2076,azm,ddj,0
2077,azn,cld,0
2078,azp,sdm,0
2079,azt,pby,0
2080,bad,tgn,0
2081,bbo,urs,0
2082,bbx,nvh,0
2083,bcz,eup,0
2084,bdb,uxj,0
2085,bdc,usj,0
2086,bdf,keb,0
2087,bdi,vxp,0
2088,bdj,gxs,0
2089,bdq,vfp,0
2090,bdr,xnk,0
2091,bds,pyn,0
2092,bea,rcj,0
2093,bej,ohq,0
2094,bek,cca,0
2095,ben,wcj,0
2096,beo,hgc,0
2097,bfi,tnk,0
2098,bfp,urg,0
2099,bfu,tch,0
2100,bfz,hum,0
2101,bgo,fad,0
2102,bgq,hhf,0
2103,bgr,fbp,0
2104,bgt,wuy,0
2105,bgz,uxl,0
2106,bhu,ngd,0
2107,bih,ttg,0
2108,bin,osw,0
2109,bjh,ddj,0
2110,bjj,xnq,0
2111,bka,xgd,0
2112,bkj,bol,0
2113,bkl,sbi,0
2114,blk,ajg,0
2115,blo,haw,0
2116,bls,fnl,0
2117,bmb,gfk,0
2118,bmg,duy,0
2119,bml,omc,0
2120,bmq,yaw,0
2121,bnl,hwx,0
2122,bnv,msm,0
2123,bod,rvl,0
2124,boi,nze,0
2125,bok,onu,0
2126,bov,gan,0
2127,bpk,jmx,0
2128,bpm,usj,0
2129,bpp,ttv,0
2130,bpu,qde,0
2131,bqa,opv,0
2132,bqv,xlb,0
2133,bqw,bto,0
2134,brc,kyh,0
2135,brs,lbt,0
2136,bsc,qtp,0
2137,bsj,hpq,0
2138,bte,ldy,0
2139,btp,rcl,0
2140,btv,kej,0
2141,btx,uon,0
2142,btz,pps,0
2143,buf,wwg,0
2144,bui,urj,0
2145,bva,zhk,0
2146,bvt,qqy,0
2147,bwg,fim,0
2148,bwh,egz,0
2149,bww,dvn,0
2150,bye,olq,0
2151,byo,ovf,0
2152,byy,llz,0
2153,bzk,cbi,0
2154,bzw,uau,0
2155,caa,xlb,0
2156,caf,hac,0
2157,caq,lxv,0
2158,cav,gar,0
2159,caw,ymk,0
2160,cbd,tlz,0
2161,cbk,chu,0
2162,cbp,gnr,0
2163,cbz,gkl,0
2164,ccl,gfk,0
2165,ccr,tsb,0
2166,cdf,jgn,0
2167,cdk,lch,0
2168,cdl,mhi,0
2169,cey,ggj,0
2170,cez,qby,0
2171,cfm,ufq,0
2172,cfy,but,0
2173,cfz,apf,0
2174,cgk,iuh,0
2175,che,nll,0
2176,chi,zzf,0
2177,chn,goe,0
2178,cht,nyi,0
2179,cie,rvg,0
2180,cij,qys,0
2181,cim,erq,0
2182,cis,ycg,0
2183,cit,mlt,0
2184,cjc,uha,0
2185,cjz,wbe,0
2186,ckn,npg,0
2187,clf,fkf,0
2188,clh,sqy,0
2189,clj,vvf,0
2190,clk,nqn,0
2191,clo,eqv,0
2192,clp,bse,0
2193,clt,pdh,0
2194,cmd,efv,0
2195,cmw,kaa,0
2196,cmy,ppq,0
2197,cnb,vhg,0
2198,cnj,vdd,0
2199,coa,ylh,0
2200,cod,jvf,0
2201,coo,joi,0
2202,cpa,zzf,0
2203,cpb,gxm,0
2204,cpf,vhv,0
2205,cpo,ncb,0
2206,cpw,qsu,0
2207,cqe,dge,0
2208,cqo,fim,0
2209,cqp,ogx,0
2210,cqx,box,0
2211,cqz,ojp,0
2212,crc,rdp,0
2213,crr,ctm,0
2214,crs,dgn,0
2215,cry,gkl,0
2216,csi,din,0
2217,csr,sai,0
2218,csx,cww,0
2219,ctc,bcs,0
2220,ctj,okt,0
2221,ctr,iuh,0
2222,ctw,dql,0
2223,cud,vhg,0
2224,cug,wed,0
2225,cup,pyh,0
2226,cus,pwt,0
2227,cvh,hyh,0
2228,cvo,eee,0
2229,cwk,vwk,0
2230,cwm,sve,0
2231,cxt,urw,0
2232,cxz,ctp,0
2233,cye,vlp,0
2234,cyi,mly,0
2235,czb,gmf,0
2236,czi,duy,0
2237,czm,svr,0
2238,czp,jkt,0
2239,czr,fim,0
2240,czt,amc,0
2241,czz,url,0
2242,daq,hwi,0
2243,dbc,mqw,0
2244,dbh,vmd,0
2245,dbw,cgg,0
2246,dcb,hho,0
2247,dcf,xag,0
2248,dco,hkp,0
2249,dcp,avz,0
2250,ddh,gvf,0
2251,ddz,dzq,0
2252,dep,ojg,0
2253,dfa,ipc,0
2254,dff,duy,0
2255,dfi,cnz,0
2256,dfo,yeo,0
2257,dgp,phh,0
2258,dgq,vxx,0
2259,dha,bmu,0
2260,dho,adu,0
2261,dhr,urw,0
2262,dic,lej,0
2263,dil,qfd,0
2264,diq,kkt,0
2265,dis,izs,0
2266,dix,lzc,0
2267,djm,gnf,0
2268,djs,hho,0
2269,djx,lma,0
2270,dml,esg,0
2271,dmm,bxl,0
2272,dmu,pyz,0
2273,dnc,whr,0
2274,dni,itf,0
2275,dnv,ntz,0
2276,doa,vrz,0
2277,dod,iqg,0
2278,dok,ymk,0
2279,doo,dgg,0
2280,dpj,daw,0
2281,dpo,rdu,0
2282,dqc,uyu,0
2283,dqh,pop,0
2284,dqt,irc,0
2285,dqx,bee,0
2286,drx,hkx,0
2287,dsg,xit,0
2288,dsx,hpp,0
2289,dta,ytu,0
2290,dtb,eqv,0
2291,dtc,lhf,0
2292,dtm,qwk,0
2293,dtw,kvn,0
2294,dty,fhu,0
2295,dtz,qdi,0
2296,duc,qjb,0
2297,dum,gvu,0
2298,dvw,gjv,0
2299,dvx,bhb,0
2300,dwa,bxl,0
2301,dwp,qak,0
2302,dwr,csj,0
2303,dwt,rtx,0
2304,dxt,psw,0
2305,dxu,fes,0
2306,dye,kio,0
2307,dyl,tmg,0
2308,dyo,yyn,0
2309,dyq,xnk,0
2310,dzb,fuy,0
2311,dzf,hdz,0
2312,dzl,xph,0
2313,dzm,ile,0
2314,dzo,dez,0
2315,dzt,ioy,0
2316,eae,vpo,0
2317,eah,vql,0
2318,eav,psx,0
2319,ebd,ugo,0
2320,ebl,lol,0
2321,ebp,pjp,0
2322,ebr,lwt,0
2323,ecd,vxx,0
2324,ecn,vay,0
2325,ecp,qaj,0
2326,eea,ljz,0
2327,eeb,ano,0
2328,eeg,fev,0
2329,eek,icv,0
2330,eel,xws,0
2331,eep,hot,0
2332,ees,uit,0
2333,eey,yhf,0
2334,efh,dwb,0
2335,efi,gfy,0
2336,efp,ppj,0
2337,eft,dyc,0
2338,egc,fyp,0
2339,egd,xhz,0
2340,egm,ryb,0
2341,egn,tgv,0
2342,egq,tkq,0
2343,ehm,zco,0
2344,ehn,sve,0
2345,ehq,lyb,0
2346,ehs,hdf,0
2347,ehu,uxj,0
2348,ehx,fev,0
2349,eid,wev,0
2350,eij,qrg,0
2351,ejf,qpc,0
2352,ejg,upi,0
2353,eji,dcs,0
2354,ejp,cnf,0
2355,ejr,ofg,0
2356,ejv,ore,0
2357,eks,vnw,0
2358,elf,ecx,0
2359,elq,dvn,0
2360,elv,lej,0
2361,elz,ntz,0
2362,emc,keo,0
2363,emk,gyg,0
2364,emu,bru,0
2365,emv,zww,0
2366,end,ngd,0
2367,ene,joi,0
2368,eng,ggd,0
2369,enk,hot,0
2370,ens,sii,0
2371,enu,kxj,0
2372,eoh,gjm,0
2373,eoj,rzv,0
2374,eoq,swl,0
2375,epg,ypm,0
2376,ept,itf,0
2377,epv,mkh,0
2378,eqc,gxx,0
2379,eri,hvp,0
2380,erj,apf,0
2381,erm,abg,0
2382,erv,gyg,0
2383,est,xyc,0
2384,etz,lwe,0
